dataset,model,strategy,rank_pr_auc,mean_cv_pr_auc,std_cv_pr_auc,mean_cv_roc_auc,std_cv_roc_auc,mean_cv_recall,std_cv_recall,mean_fit_time,params
creditcard,decision_tree,smote,5,0.23334425414236118,0.1856986293089616,0.9379814050194906,0.026437825798746248,0.878190299946025,0.028478323912114648,10.695642630259195,"{'model__min_samples_leaf': 20, 'model__max_depth': 4}"
creditcard,decision_tree,smote,6,0.23330211146457966,0.18572538714177303,0.9379686684451739,0.026425757654066708,0.878190299946025,0.028478323912114648,12.905953566233316,"{'model__min_samples_leaf': 1, 'model__max_depth': 4}"
creditcard,extra_trees,class_weight,1,0.8418838907466298,0.004629848518598862,0.958516525260995,0.00796851532320788,0.7842933148276661,0.023297465712104896,42.98047558466593,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,extra_trees,class_weight,2,0.8402034583170955,0.011452701745221512,0.9837767621489917,0.001418694969392931,0.8299791811242193,0.017674486694326197,53.6164870262146,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,3,0.8374136217508328,0.01165805347000899,0.9813774306985762,0.001773530435667662,0.8248901226000461,0.016288009939656643,39.6866303284963,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,4,0.8300624956743236,0.009933801276414652,0.9826093366561741,0.0013320423004304124,0.8248901226000461,0.016288009939656643,53.942063887914024,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,5,0.8227783046402761,0.004493338330277,0.9837113584897899,0.003182289368887285,0.8401380214357314,0.011926708847996528,26.212062915166218,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,extra_trees,class_weight,6,0.7926645447680283,0.01305262454781602,0.9832084255095035,0.00371780957083044,0.8375742154368108,0.002998756493581588,52.48957657814026,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,extra_trees,smote,1,0.850217249243255,0.011109806921577432,0.9821159024591392,0.010792190985972692,0.8172950882874547,0.03275570826678165,266.9247039953868,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,extra_trees,smote,2,0.8392780538889508,0.012578823861651055,0.979049150131624,0.004628447287242601,0.8452270799599044,0.018572073037682,220.89397756258646,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,smote,3,0.8386286104861823,0.01204266220464904,0.9822868344106507,0.0022042266463968966,0.842682550697818,0.01964754391964696,253.95065792401633,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,smote,4,0.8359067062220085,0.009105246500946863,0.983164157180146,0.0009690058160850375,0.8477523324851569,0.016104187910133606,310.1642738183339,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,extra_trees,smote,5,0.8172837056893344,0.005889742180071945,0.9810757975794931,0.002667383333700912,0.842682550697818,0.015186667906414085,174.14668774604797,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,extra_trees,smote,6,0.8095046501379186,0.004350664124737858,0.9825479474053225,0.0029463758903802402,0.842663273960984,0.009075884036909523,329.0236696402232,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,logreg,class_weight,1,0.7517610333917691,0.027264803043239052,0.9765211196327424,0.006991861297124062,0.9111535199321459,0.013060953006305732,4.539889494578044,{'model__C': 0.1}
creditcard,logreg,class_weight,2,0.7515557803536791,0.026040450913520544,0.9764890877610869,0.006883898889909577,0.9086089906700593,0.010948541682294777,4.490373690923055,{'model__C': 1.0}
creditcard,logreg,class_weight,3,0.7515206949499572,0.025873496475652128,0.9765176920414467,0.006937960726134266,0.9111535199321459,0.013060953006305732,4.549289703369141,{'model__C': 3.0}
creditcard,logreg,class_weight,4,0.7514368041836832,0.02576862592416172,0.976495038055508,0.006926604498871554,0.9111535199321459,0.013060953006305732,4.652318874994914,{'model__C': 10.0}
creditcard,logreg,smote,1,0.7476690188802748,0.026258620853763088,0.9748229565065042,0.009187274747315146,0.9035199321458863,0.009804603920014301,3.661850372950236,{'model__C': 0.1}
creditcard,logreg,smote,2,0.7476043907541627,0.024577414530873972,0.9747423454375722,0.009107449850710589,0.9060644614079728,0.009749418093785078,5.6546385288238525,{'model__C': 3.0}
creditcard,logreg,smote,3,0.7474849319081233,0.02447761405385457,0.9747360137629163,0.009106506139812492,0.9060644614079728,0.009749418093785078,5.843597650527954,{'model__C': 10.0}
creditcard,logreg,smote,4,0.747402508729242,0.02471838645911541,0.9748829804161158,0.009182007098011306,0.9060644614079728,0.009749418093785078,4.9288279215494795,{'model__C': 1.0}
creditcard,random_forest,class_weight,1,0.8385989178781305,0.006397121356969386,0.9618691581783807,0.008010032593323878,0.7639949109414759,0.038683958767203,185.66558774312338,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,random_forest,class_weight,2,0.8285240598381023,0.007147263684477896,0.9739173439682158,0.0015441581278820156,0.7741151977793198,0.040525074478134374,256.98411989212036,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,3,0.8261790580064737,0.008933884092692013,0.9747290556076619,0.0041749090694228105,0.7715706685172333,0.03740573173221027,212.24942429860434,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,4,0.8241828675774309,0.012602590756309607,0.9628429837498063,0.010351374237167407,0.7741151977793198,0.040525074478134374,185.90234375,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,5,0.8080513451246114,0.006068054379710984,0.9802242327225393,0.0026965930829498538,0.7944328784023441,0.03459224255312918,175.48550367355347,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,random_forest,class_weight,6,0.8077972488829159,0.0064902875014593115,0.9821977401740324,0.005345676541430564,0.804572441977022,0.028068782301476147,307.6636025905609,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,random_forest,smote,1,0.8395949843468423,0.01975315373777255,0.9755030004337373,0.010179409315322081,0.8046109954506901,0.036264701552248445,639.8013170560201,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,random_forest,smote,2,0.81564769347607,0.021324674782342866,0.9836780289083228,0.006515840009942774,0.8198203408127073,0.037960128814797794,654.7659610907236,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,smote,3,0.8147261479035531,0.023877651461460116,0.981261282619379,0.006878577096738032,0.8198396175495412,0.03628252638478164,553.657632191976,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,smote,4,0.8125771193340249,0.01972071811475495,0.9823049982799598,0.006940081202455173,0.8172950882874547,0.03275570826678165,773.3934252262115,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,random_forest,smote,5,0.7867996768875246,0.02455133344718,0.9843336011914188,0.003620429989885161,0.847752332485157,0.026935444458355242,832.9254773457845,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,random_forest,smote,6,0.7861670398889765,0.020681655569058318,0.9830512086268639,0.003769885765387556,0.842682550697818,0.03049417701768779,422.24168546994525,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,xgboost,class_weight,1,0.8468124640030247,0.012178133691098282,0.9838950449404891,0.005584646128189739,0.8020471894517697,0.022307324382582018,18.684489647547405,"{'model__subsample': 0.8, 'model__n_estimators': 250, 'model__max_depth': 6, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,2,0.8454540322147683,0.011912603306548713,0.9824428826171245,0.004422313647116193,0.809661500501195,0.028436839373797325,14.587093035380045,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,3,0.844211175458217,0.013131218058142938,0.9795739055618107,0.004401096666101738,0.804572441977022,0.021842031497508747,16.0485467116038,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,4,0.8006937389207339,0.01201093479309832,0.9783184564938203,0.004325273400271749,0.8198203408127073,0.03183780543167951,15.984225908915201,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
creditcard,xgboost,class_weight,5,0.7835464538065761,0.018996320828027435,0.9801098595869542,0.004358181442678871,0.8578918960598351,0.014129308971559049,12.39898673693339,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.03}"
creditcard,xgboost,class_weight,6,0.7808997263733546,0.010396278009880399,0.9819483073304273,0.00406502786647684,0.8604364253219215,0.01772621471597295,10.450028975804647,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
creditcard,xgboost,smote,1,0.8444681149346991,0.026637417637315745,0.9826496800744101,0.004078983739370941,0.8122253065001157,0.030451546046891844,26.683525403340656,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,2,0.8442100335911267,0.02223462231643985,0.9807704590971769,0.0077322126853388564,0.8173143650242887,0.02673595144152408,34.14910674095154,"{'model__subsample': 0.8, 'model__n_estimators': 250, 'model__max_depth': 6, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,3,0.8412028965552304,0.029403158384744933,0.9800729976617536,0.005962949309396391,0.8147698357622022,0.028427181002229622,28.986018419265747,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,4,0.7906038355324719,0.02798506728589916,0.9790718976828469,0.009041293759014133,0.8705952656334336,0.0269665081971691,24.1514634291331,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.03}"
creditcard,xgboost,smote,5,0.7898787443636922,0.029741582949215566,0.9786611596876135,0.006334209934902929,0.8350682396483924,0.04223617061780904,29.44105402628581,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
creditcard,xgboost,smote,6,0.7804880594708697,0.041313917641120336,0.9791209416555028,0.00859025350192883,0.8731397948955202,0.030537137869346764,15.309122244517008,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
paysim,decision_tree,class_weight,1,0.7426176388202591,0.006895695899371668,0.9329420437606131,0.0034532229942960124,0.8671399594320487,0.007099391480730244,1.6715741157531738,"{'model__min_samples_leaf': 20, 'model__max_depth': 12}"
paysim,decision_tree,class_weight,2,0.7125989409536142,0.004907619547981579,0.888811286963372,0.0005160481178348997,0.7778904665314401,0.0010141987829614396,1.6848728656768799,"{'model__min_samples_leaf': 5, 'model__max_depth': None}"
paysim,decision_tree,class_weight,3,0.5858294614570871,0.005497207673896665,0.8574027798006467,0.003548384180685149,0.7150101419878296,0.007099391480730244,1.6931278705596924,"{'model__min_samples_leaf': 1, 'model__max_depth': None}"
paysim,decision_tree,class_weight,4,0.1900560772618926,0.023723692251638076,0.9775263047006789,0.003467286532564451,0.9026369168356998,0.006085192697768749,1.576589584350586,"{'model__min_samples_leaf': 1, 'model__max_depth': 4}"
paysim,decision_tree,smote,1,0.7369516374130178,0.01211925584996415,0.9820911157720038,0.0019993395923832424,0.9523326572008113,0.005070993914807309,4.472362399101257,"{'model__min_samples_leaf': 20, 'model__max_depth': 12}"
paysim,decision_tree,smote,2,0.47617494974817964,0.01673222132337293,0.9654114567807275,0.0035807650928162404,0.90973630831643,0.011156186612576058,5.23581862449646,"{'model__min_samples_leaf': 5, 'model__max_depth': None}"
paysim,decision_tree,smote,3,0.4448001513367049,0.01579511674196421,0.9481915085297332,0.007618294477651555,0.8975659229208925,0.015212981744421927,5.159415125846863,"{'model__min_samples_leaf': 1, 'model__max_depth': None}"
paysim,decision_tree,smote,4,0.1639906307520581,0.008960865767276782,0.986423656471155,0.0023574637773497997,0.9442190669371197,0.0010141987829614951,2.5700420141220093,"{'model__min_samples_leaf': 1, 'model__max_depth': 4}"
paysim,extra_trees,class_weight,1,0.7915298081961016,0.006860295065306721,0.9876751018620094,0.005031168544695985,0.8062880324543611,0.013184584178498993,10.699264764785767,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
paysim,extra_trees,class_weight,2,0.6426635200257191,0.004168955024075827,0.978347519242547,0.0035258690927346126,0.8864097363083164,0.0,10.327931642532349,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
paysim,extra_trees,class_weight,3,0.5525440636715591,0.007775545130546735,0.9732875468315813,0.002960681914993768,0.907707910750507,0.007099391480730188,15.107203483581543,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
paysim,extra_trees,class_weight,4,0.3186931544680641,0.009090587518495646,0.9472599710296931,0.00033366070691231986,0.9574036511156186,0.03448275862068961,20.01750886440277,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
paysim,extra_trees,smote,1,0.8414227705301341,0.004682597236233543,0.9955091637150508,0.0014207957991946851,0.8955375253549696,0.0030425963488843744,30.927868962287903,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
paysim,extra_trees,smote,2,0.6282511490073217,0.017239494689579193,0.9779264608686584,0.0017527372017984155,0.8864097363083164,0.006085192697768749,23.13850474357605,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
paysim,extra_trees,smote,3,0.6026026885658089,0.015612988058698207,0.9760008079335735,0.0008197149925487368,0.9046653144016227,0.010141987829614618,43.46480131149292,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
paysim,extra_trees,smote,4,0.33214498348812554,0.01777004628900497,0.9524863326440994,0.0005736859568380437,0.9533468559837728,0.0304259634888438,41.782862186431885,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
paysim,logreg,class_weight,1,0.5972574963065771,0.0048033103789220655,0.9850686507317497,0.0006192731218231384,0.9310344827586207,0.006085192697768749,1.2967536449432373,{'model__C': 0.1}
paysim,logreg,class_weight,2,0.5780704026788898,0.005296529762059188,0.989002660783713,0.0010286029747654246,0.9462474645030425,0.00304259634888443,1.6477431058883667,{'model__C': 1.0}
paysim,logreg,class_weight,3,0.5677653504525879,0.0005593884698756324,0.9895460512487845,0.0009534413525640328,0.9503042596348884,0.0030425963488843744,1.8118155002593994,{'model__C': 3.0}
paysim,logreg,class_weight,4,0.5590727010213088,0.007131815268081654,0.9892534939100923,0.001244056826381179,0.9513184584178499,0.0020283975659228792,1.2989619970321655,{'model__C': 10.0}
paysim,logreg,smote,1,0.6084317575642683,0.004141693967298243,0.9867536524965931,2.2505630399960452e-05,0.9391480730223123,0.004056795131845814,3.0673447847366333,{'model__C': 0.1}
paysim,logreg,smote,2,0.59750776617665,0.01518980244507151,0.9895922337299743,0.0004823841569046583,0.9543610547667343,0.0030425963488843744,3.2108964920043945,{'model__C': 1.0}
paysim,logreg,smote,3,0.5944114684511346,0.014318380686984045,0.9896551018747339,0.0008469018505078973,0.9584178498985801,0.007099391480730244,3.9430962800979614,{'model__C': 3.0}
paysim,logreg,smote,4,0.587691813423989,0.017185262522929845,0.9905436310193855,0.001018524524044273,0.9584178498985801,0.007099391480730244,2.4127135276794434,{'model__C': 10.0}
paysim,random_forest,class_weight,1,0.8727228175225439,0.0019171905029634062,0.9966612114766712,0.001167211673986479,0.7099391480730223,0.0,27.784682869911194,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
paysim,random_forest,class_weight,2,0.8252664526854627,0.002693237723184805,0.997680256718634,0.0003278421347372995,0.9503042596348885,0.005070993914807309,66.51903033256531,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
paysim,random_forest,class_weight,3,0.818334540425691,0.0060012179710686175,0.9977512067610835,0.0002828013578800581,0.8559837728194726,0.006085192697768749,43.00184500217438,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
paysim,random_forest,class_weight,4,0.8174417235220371,0.007241767707040769,0.9975732863517559,0.00038340894429444994,0.8519269776876268,0.006085192697768804,25.89301860332489,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
paysim,random_forest,smote,1,0.8845627539742176,0.0029761813277291993,0.9992673135537853,6.302061724416941e-05,0.9046653144016228,0.02028397565922918,81.2655018568039,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
paysim,random_forest,smote,2,0.8565146158969168,0.001769952625140736,0.9982580505456696,4.279461147038699e-05,0.9594320486815415,0.0020283975659229347,125.72559154033661,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
paysim,random_forest,smote,3,0.8563933471136757,0.00032735912850145876,0.998316438145443,3.151100185067035e-05,0.960446247464503,0.0010141987829614951,69.82068490982056,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
paysim,random_forest,smote,4,0.8300737561607845,0.003120539352480023,0.9977335810197673,0.00025942980953430617,0.9787018255578093,0.005070993914807309,188.1867297887802,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
paysim,xgboost,class_weight,1,0.9103232356685913,0.0011484632173518472,0.9995598783865989,1.7071719896510906e-05,0.8438133874239351,0.0020283975659228792,4.453328967094421,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
paysim,xgboost,class_weight,2,0.9091491722590586,0.0017494809488661223,0.9995324262034488,3.995653045690828e-05,0.8569979716024341,0.011156186612576113,2.792313575744629,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
paysim,xgboost,class_weight,3,0.8762223057325886,0.004899472412138228,0.9991829658310659,7.741773938463314e-05,0.9421906693711968,0.0010141987829614396,4.215314507484436,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
paysim,xgboost,class_weight,4,0.8663443798668937,0.0023296195924341068,0.9992963255725741,0.00014935712846109173,0.9908722109533469,0.007099391480730244,3.103192448616028,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
paysim,xgboost,smote,1,0.9225256624275032,0.003036127519931542,0.9995983099628355,9.950926172785923e-05,0.947261663286004,0.008113590263691683,5.768765091896057,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
paysim,xgboost,smote,2,0.9209056048139633,0.0020254076957261224,0.9995720548302298,0.00011554433289567845,0.9503042596348884,0.007099391480730244,7.597442150115967,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
paysim,xgboost,smote,3,0.8976990909059369,0.004675740876680101,0.9991099742189443,8.340703305254049e-05,0.9705882352941176,0.005070993914807254,7.575967907905579,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
paysim,xgboost,smote,4,0.8712392654394403,0.001728629985166985,0.999233531272826,0.0002710085545433727,0.9908722109533469,0.009127789046653123,4.251959681510925,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
